;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17,50€   23,33€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63€    15,75€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19€   25,33€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 750 ml    10832493      ;;;;;;;;;;;;;;;;;;;;; 4 l         10832500           ;;;;;;;;;;;;;;; 750        10830876            ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESMALTES ESPECIALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"10,20
750 ml/Bote";;;;;;;;;;;;;;;;;14,02¤;;;;;;;;;;;;;;;"16,80 ¤
750 ml/Bote";;;;;;;;;;;;;;;"19,95 ¤
750 ml/Bote";;;;;;;;;;;;;;;"22,30¤
750 ml/Bote";;;;;;;;;;;;;;;;;;;;;;;;;;;
"ESMALTE PARA RADIADORES BLANCO
Adecuado para el pintado,
restauración y decoración de radiadores.
                                      BOTE        LITRO 
 750 ml  10472735     
 4 l       10964695    
ESMALTE EFECTO METALIZADO TITANLUX 125ML
Uso interior. Esmalte para la decoración";;;;;;;;;;;;;;;;;;;;;"750 ml/Bote
BARNIZ PARA METALES 750 ML
Barniz transparente, protector de
metales ferrosos y de aleaciones ligeras. Disponible en brillante y mate.
ML                               BOTE         LITRO 
 750   10647854      
ESMATE SINTETICO TITANLUX 250ML PLATA";;;;;;;;;;;;;;;"ESMATE EFECTO PIZARRA MATE 750ML NEGRO
Esmalte mate para la decoración
en estancias de interior, paredes, puertas, etc., sobre los que se quiera escribir o dibujar con tiza.
ML                               BOTE         LITRO 
 750   10830953      
17,90
1 l/Bote
ESMALTE POLIURETANO CERAMICO 2C BLANCO
Esmalte de acabado brillante de";;;;;;;;;;;;;;;"PINTURA ANTICALORICA 650ºC 750ML NEGRO
Pintura resistente a altas
temperaturas, adecuada para el pintado de chimeneas, hornos y estufas.
ML                               BOTE         LITRO 
 750   10961552      
COLORES
12,50
750 ml/Bote
ESMALTE ACRILICO SATINADO AZULEJOS
Esmalte acrílico al agua para la
decoración y restauración, con muy buena";;;;;;;;;;;;;;;;;"ESMALTE EFECTO METALIZADO TITANLUX 750ML ALUMINIO
Uso interior y exterior. Para proteger
estructuras metálicas al exterior y como esmalte de efecto decorativo plata sobre multitud de soportes.
ML                                 BOTE         LITRO 
 750     25049042      
,30
¤
20 ml/Bote
RESTAURADOR CERAMICO 20ML BLANCO
Esmalte de color blanco de fácil
aplicación, indicado para reparar";;;;;;;;;;;;;;;;;;;;;
10,20€  13,60€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46,80€   11,70€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14,02€   18,69€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16,80€   22,40€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19,95€   26,60€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22,30€   29,73€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"y protección de superficies hierro/acero, madera, hierro, etc. donde se desee un acabado de efecto metálico.
ML                                             BOTE       LITRO
125  Oro           10830932
amarillo";;;;;;;;;;;;;;;;;;;;;;"Uso interior y exterior. Para proteger estructuras metálicas al exterior y como esmalte de efecto decorativo plata sobre multitud de soportes.
ML                           BOTE     LITRO 
 250   25038647         ";;;;;;;;;;;;;;"elevada calidad. Recomendado especialmente para la restauración de aseos y cuartos de baño (sanitario, bañera, etc.).
L                                BOTE         LITRO 
 1     25090559      
 5 (1)   25090558           ";;;;;;;;;;;;;;;"adherencia sobre azulejos u otros tipos  de revestimientos de naturaleza cerámica sin necesidad de usar imprimación, disponible en blanco y gris
                                        BOTE         LITRO 
 750 ml  25086740      
 2.5 l      25086747           ";;;;;;;;;;;;;;;;"rayadas, golpes y desconchados en
superficies esmaltadas y en todo tipo de cerámicas (porcelana, loza, cocinas, baños, lavabos, bañeras,
electrodoméstico, vajillas, porcelanas…).
ML                             BOTE         LITRO 
 20   10841740        ";;;;;;;;;;;;;;;;;;;;;;
13,10€104,80€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,50€   16,67€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17,90€   17,90€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38€   15,20€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,30€   46,50€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8€    32€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59€    11,80€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125  Oro rojizo   10830946;;;;;;;;;;;13,10€104,80€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ESPRAYS, DECAPANTES Y DISOLVENTES
ESPRAYS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pintura base al agua, perfectos;;;;;;;;;;;;;;;;;;;Pintura acrílica en base disolvente,;;;;;;;;;;;;;;;;;Pintura acrílica en base disolvente,;;;;;;;;;;;;;;;PINTURA BRILLANTE  400ML;;;;;;;;;;;;;;;;;;PINTURA METALICA 400ML;;;;;;;;;;;;;;;;;;;;
resultados en interior y exterior sobre  perfectos resultados en interior y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;perfectos resultados en interior y;;;;;;;;;;;;;;;;;Pintura acrílica en base disolvente,;;;;;;;;;;;;;;;;;Pintura de efecto metálico que;;;;;;;;;;;;;;;;;;;;;
múltiples superficies. Disponible en;;;;;;;;;;;;;;;;;;;;exterior sobre múltiples superficies.;;;;;;;;;;;;;;;;exterior sobre múltiples superficies.;;;;;;;;;;;;;;;perfectos resultados en interior;;;;;;;;;;;;;;;;;proporciona un acabado brillante y;;;;;;;;;;;;;;;;;;;;;
mate, brillo y satinado. (64);;;;;;;;;;;;;;;;;;;Disponible en mate, brillo y satinado. (64)    Disponible en mate, brillo y satinado. (64)    y exterior sobre múltiples superficies. (64);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;uniforme. (64);;;;;;;;;;;;;;;;;;;
BOTE           LITRO;;;;;;;;;;;;;;;;;;;"                              BOTE           LITRO 
    25035159                ";;;;;;;;;;;;;;"                              BOTE           LITRO 
    10839031          ";;;;;;;;;;;;;;;"                                          BOTE         LITRO 
 Blanco    10839073        ";;;;;;;;;;;;;;;;;;;;;"                              BOTE           LITRO 
    10838996          
COLORES
13,30";;;;;;;;;;;;;;;;;;;;
25118343;;;;;7,90€     19,75€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,95€   19,88€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5€     12,50€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,95€     19,88€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,50€     21,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPRAY IMPERMEABILIZANTE 400ML;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"¤
Bote";;;;;;;;;;;;;;;;;;;
EFECTO METALICO 400ML  EFECTO FORJA 400ML;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EFECTO OXIDO 400ML;;;;;;;;;;;;;;Pintura con una base elástica ideal para el;;;;;;;;;;;;;;;;;;;;ANTIOXIDANTE 400ML;;;;;;;;;;;;;;;;;;;;;;
sellado o reparación de superficies impermeables  Pintura de capa gruesa, como protector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Pintura indicada para superficies a las que se las quiera conferir un efecto metálico. (64)
BOTE           LITRO";;;;;;;;;;;;;;;;;;;"Pintura cuyo acabado rugoso
ofrece un aspecto férreo con poder anticorrosivo. (64)
                              BOTE           LITRO 
    10838933        ";;;;;;;;;;;;;;"Pintura en spray ideal para dar un
acabado oxidado, para todo tipo de superficies. (64)
                              BOTE           LITRO 
    10961223        ";;;;;;;;;;;;;;"en interior o exterior como tejados, cubiertas, canalizaciones metálicas de plástico y tubos de PVC en general. Rendimiento: 1-1,25 m2 (1)
ML                                 BOTE         LITRO 
 400      25086776           ";;;;;;;;;;;;;;;;;;;;;"antióxido e imprimación para una excelente adherencia sobre todo tipo de superficies. Disponible en colores (64)
                              BOTE           LITRO 
    10838905        ";;;;;;;;;;;;;;;;;;;;;
10838961;;;;;6,95€     17,38€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9€   22,50€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,50€    26,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,50€    26,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,30€    33,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COLORES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GALVANIZADO ZINC MATE 400ML;;;;;;;;;;;;;;;;;;;INOXIDABLE  400ML;;;;;;;;;;;;;;;ALTA TEMPERATURA 400ML;;;;;;;;;;;;;;;;;PARACHOQUES;;;;;;;;;;;;;PINTURA 400ML ALUMINIO LLANTAS;;;;;;;;;;;;;;;;;;;;;;;;;
Esmalte para el pintado de maquinaria de toda clase, así;;;;;;;;;;;;;;;;;;;Pintura que sirve como acabado de protección para superficies de;;;;;;;;;;;;;;;;;"Pintura anticalórica para el pintado de   TEXTURADO 400ML NEGRO
objetos sometidos a alta temperaturas   Pintura formulada especialmente";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Esmalte acrílico para dar un aspecto
renovado a la llantas del automóvil";;;;;;;;;;;;;;;;;;;;;
"como estructuras de hierro. (64)
BOTE           LITRO
ELECTRODOMESTICO 400ML BLANCO
Pintura para obtener un acabado
brillante y perfecto, ideal para el pintado de electrodomésticos (64)
                              BOTE           LITRO 
    10839052          
IMPRIMACIÓN PLASTICOS  400ML TRANSPARENTE";;;;;;;;;;;;;;;;;;;"acero inoxidable. (64)
                              BOTE           LITRO 
    10838835          
PARA RADIADORES 400ML
Esmalte en spray para el pintado de
radiadores de acabado satinado (64)
                              BOTE           LITRO 
    10961202          
IMPRIMACIÓN FONDO 400ML BLANCO";;;;;;;;;;;;;;;;;"hasta 600º. (64)
                              BOTE           LITRO 
    10838884         
BAÑERAS Y AZULEJOS 400ML
Pintura en spray para el
repintado o retocado de bañeras, lavamanos, acabado satinado (64)
                              BOTE           LITRO 
     10961216          
IMPRIMACIÓN UNIVERSAL 400ML GRIS";;;;;;;;;;;;;;;"para el pintado de parachoques (64)
                              BOTE           LITRO 
     10838716          
ANTIDESLIZANTE 400 ML TRANSPARENTE
Pintura que proporciona una película
granulada que ayuda a evitar caídas y resbalones. (64)
                              BOTE           LITRO 
    10838695          
IMPRIMACIÓN ANTIOXIDANTE 400ML";;;;;;;;;;;;;;;;;"o dónde se requiera un acabado
símil de aluminio de alta calidad. (64)
                              BOTE           LITRO 
    10839353          
SPRAY DECAPANTE 400ML
(64)
                              BOTE           LITRO 
    10838723          
BARNIZ ACRILICO 400ML";;;;;;;;;;;;;;;;;;;;;
10838856;;;;;9,60€         24€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,60€         24€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,10€    30,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,75€    24,38€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,95€     19,88€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,90€     24,75€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,90€     24,75€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,75€    24,38€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,95€     17,38€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,30€    23,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imprimación incolora para;;;;;;;;;;;;;;;;;;;"Imprimación de alta cubrición que
(64)";;;;;;;;;;;;;;;;;"Imprimación blanca que actúa como puente  GRIS
de adherencia para pintar sobre superficies  Imprimación anticorrosiva";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Barniz para proteger y ennoblecer diferentes superficies. Disponible en;;;;;;;;;;;;;;;;;;;;;;;
"plásticos de todo tipo. (64)
BOTE           LITRO";;;;;;;;;;;;;;;;;;;"sirve de capa de imprimación.
                                      BOTE         LITRO 
 Blanco    10838814    ";;;;;;;;;;;;;;;;;"no absorbentes. Rendimiento: 2,5 m2 (64)
                              BOTE           LITRO 
    25068577        ";;;;;;;;;;;;;;;;;"para metales. (64)
                        BOTE         LITRO 
  10838870      ";;;;;;;;;;;;;"brillante, mate y satinado. (64)
                              BOTE           LITRO 
    10838765          ";;;;;;;;;;;;;;;;;;;;;;;
10838821;;;;;12,10€    30,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,30€   23,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,90€    32,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,50€     21,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,30€   23,25€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ESMERILADO 400ML
Barniz de efecto vidrio esmerilado para todo tipo de vidrio y plásticos transparentes (64)
BOTE           LITRO";;;;;;;;;;;;;;;;;;;"ALCOHOL ETÍLICO 70º 400ML
Solución hidroalcohólica para la limpieza y la desinfección de superficies de todo tipo. (64)
                              BOTE           LITRO 
    10856993          ";;;;;;;;;;;;;;;;;;;;"PACK 5 DIFUSORES VARIOS TRAZOS
(64)
                              PACK        UNIDAD 
    10839430          ";;;;;;;;;;;;;;;;;;;;;;;"IMPRIMACIÓN EPOXI 400ML
(64)
                              BOTE           LITRO 
     25057212        ";;;;;;;;;;;;;;;;;;;;;;;;;;;
10961195;;;;;9,90€     24,75€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,40€      0,88€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,95€     22,37€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,90€     34,75€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(1) Consulta disponibilidad en tu Almacén. (64) Recomendamos que consulte más información del producto en obramat.es o directamente en tu Almacén.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ESPRAYS, DECAPANTES Y DISOLVENTES
DECAPANTES";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SUPER DECAPANTE
Preparado liquido concentrado que actúa como decapante de pinturas.
BOTE           LITRO
DISOLVENTES";;;;;;;;;;;;;;;;;;;;;;;;;"PULIMENTO LIQUIDO TITANLUX
Renueva, limpia, pule, abrillanta y protege. Contiene siliconas que repelen el agua, la suciedad y el polvo.
                              BOTE           LITRO 
   10832983               ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
750 ml           10612952;;;;;;;;;;;14,70€    19,60€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4 l                 10612966;;;;;;;;;;;68€         17€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8€    21,33€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"AGUARRAS PURO
Producto para la dilución de pinturas al aceite o grasas, limpieza de brochas, pinceles, rodillos, etc. (1) (64)
L                                                    BOTE           LITRO
ACETONA 1L
Producto utilizado como desengrasante y limpiador
de superficies y objetos manchados con tintas, grasas, colas, etc. 25098353(1) (64)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"DISOLVENTE DE LIMPIEZA
Disolvente de alto poder desengrasante apropiado para la limpieza de brochas, pistolas, rodillos, etc. (1) (64)
L                                                    BOTE           LITRO
WHITE SPIRIT
Producto para la dilución de pinturas al aceite o grasas, limpieza de brochas, pinceles, rodillos, etc. (1) (64)
L                                                    BOTE           LITRO";;;;;;;;;;;;;;;;;;;;;;;;;;;"DISOLVENTE UNIVERSAL
Disolvente con efecto antivelo, formulado para ser utilizado en la mayoría de pinturas e imprimaciones. (1) (64)
L                                                    BOTE           LITRO
DISOLVENTE SIN OLOR
Disolvente inoloro para dilución de pinturas al aceite o grasas, limpieza de brochas, pinceles, rodillos, etc. (1) (64)
L                                                    BOTE           LITRO";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1                   25098347;;;;;;;;;;;3,30€      3,30€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5                  25024459;;;;;;;;;;;11,85€      2,37€;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
